tag,frequency,fandom_specific,category
It Gets Worse Before It Gets Better,4,FALSE,Angst
Italian Tony Stark,3,TRUE,Fandom
"James ""Rhodey"" Rhodes & Tony Stark Friendship",8,TRUE,Fandom
"James ""Rhodey"" Rhodes Is a Good Bro",6,TRUE,Fandom
Jarvis (Iron Man movies) is a Good Bro,2,TRUE,Fandom
Jarvis (Iron Man movies) Lives,5,TRUE,Fandom
JARVIS is a pal,2,TRUE,Fandom
Jealous Wade Wilson,2,TRUE,Fandom
Jealousy,6,FALSE,Romance
Jewish Bucky Barnes,4,TRUE,Fandom
Jotun!Loki,3,TRUE,Fandom
Jotunheimr | Jotunheim,2,TRUE,Fandom
Jotunn Loki,4,TRUE,Fandom
Jotunn Loki (Marvel),11,TRUE,Fandom
just for fun,2,FALSE,Meta
Just Roll With It,2,FALSE,Meta
Kid Fic,20,FALSE,Meta 
Kid Morgan Stark (Marvel Cinematic Universe),3,TRUE,Fandom
Kid Peter Parker,18,TRUE,Fandom
Kid Tony Stark,7,TRUE,Fandom
Kidfic,3,FALSE,Family
Kidnapped Peter Parker,5,TRUE,Fandom
Kidnapped Tony Stark,4,TRUE,Fandom
Kidnapping,42,FALSE,Action
kind of,10,FALSE,Meta 
Kinda,3,FALSE,Meta 
Kink Negotiation,4,FALSE,Sex
Kissing,11,FALSE,Romance
Kittens,2,FALSE,Other
Knotting,11,FALSE,Sex
Laboratories,2,FALSE,Other
Language,5,FALSE,Meta 
Large Cock,3,FALSE,Sex
Lazarus Pit Side Effects (DCU),2,TRUE,Fandom
let's forget AoU ever happened,2,FALSE,Meta
Library Sex,3,FALSE,Sex
Lies,6,FALSE,Angst
Light Angst,24,FALSE,Angst
Light BDSM,6,FALSE,Sex
Light Bondage,2,FALSE,Sex
Light Dom/sub,3,FALSE,Sex
Light-Hearted,2,FALSE,Fluff
Like,2,FALSE,Meta 
Loki (Marvel) Does What He Wants,5,TRUE,Fandom
Loki (Marvel) Feels,3,TRUE,Fandom
Loki (Marvel) Gets a Hug,2,TRUE,Fandom
Loki (Marvel) Has Issues,3,TRUE,Fandom
Loki (Marvel) Lives,3,TRUE,Fandom
Loki (Marvel) Needs a Hug,8,TRUE,Fandom
Loki & Peter Parker Friendship,2,TRUE,Fandom
Loki & Tony Stark Friendship,4,TRUE,Fandom
Loki Does What He Wants,3,TRUE,Fandom
Loki Does What Loki Wants (Marvel),2,TRUE,Fandom
Loki Feels,2,TRUE,Fandom
Loki Gets a Hug,2,TRUE,Fandom
Loki is a Good Bro,2,TRUE,Fandom
Loki is a Good Bro (Marvel),4,TRUE,Fandom
Loki Needs a Hug,4,TRUE,Fandom
Loki Needs a Hug (Marvel),2,TRUE,Fandom
Loki Posing as Odin,2,TRUE,Fandom
Loki-centric,2,TRUE,Fandom
Loneliness,3,FALSE,Angst
Lonely Tony Stark,2,TRUE,Fandom
Loss of Virginity,6,FALSE,Sex
Love,2,FALSE,Romance
Love Confessions,11,FALSE,Romance
Magic,16,FALSE,Magic
Magic Revealed,2,FALSE,Magic
Magical Accidents,2,FALSE,Magic
Magical Realism,3,FALSE,Magic
Magically Powerful Harry Potter,2,TRUE,Fandom
Major Character Injury,4,FALSE,Dark
Making Out,3,FALSE,Romance
Making Up,2,FALSE,Family
Male-Female Friendship,2,FALSE,Family
Manhandling,2,FALSE,Other
Manipulation,3,FALSE,Dark
Marking,2,FALSE,Romance
Marriage,3,FALSE,Romance
Marriage of Convenience,3,FALSE,Romance
Marriage Proposal,2,FALSE,Romance
marvel women being awesome,2,TRUE,Fandom
Massage,3,FALSE,Romance
Master of Death,2,TRUE,Fandom
Master of Death Harry Potter,10,TRUE,Fandom
Master/Pet,2,FALSE,Sex
Masturbation,14,FALSE,Sex
Matchmaking,3,FALSE,Romance
Mating,3,FALSE,Romance
Mating Bites,4,FALSE,Romance
Mating Bond,3,FALSE,Romance
Mating Cycles/In Heat,13,FALSE,Romance
Matt Murdock Angst,2,TRUE,Fandom
Matt Murdock Needs a Hug,6,TRUE,Fandom
Mature Sexual Content,2,FALSE,Sex
May Parker (Spider-Man) & Tony Stark Coparenting Peter Parker,7,TRUE,Fandom
Meet-Cute,11,FALSE,Romance
Meeting,2,FALSE,Other
Meme Lord Shuri (Marvel),2,TRUE,Fandom
Memes,4,FALSE,Fluff
Memories,2,FALSE,Other
Memory Loss,5,FALSE,Angst
Mental Health Issues,20,FALSE,Mental Health
Mental Instability,2,FALSE,Mental Health
Mentioned May Parker - Freeform,2,TRUE,Fandom
Mentioned May Parker (Spider-Man),3,TRUE,Fandom
Mentioned Skip Westcott,2,TRUE,Fandom
Mentions of graphic violence,2,FALSE,Dak
Mentions of PTSD,3,FALSE,Abuse
mentions of torture,6,FALSE,Dark
mentions of trauma,2,FALSE,Abuse
Mentor/Protege,2,FALSE,Family
Merchant of Death Tony Stark,2,TRUE,Fandom
Meta,3,FALSE,Meta
Michelle Jones Is a Good Bro,5,TRUE,Fandom
Midoriya Izuku Needs A Hug,2,TRUE,Fandom
migraines,2,FALSE,Other
Mild Angst,5,FALSE,Angst
Mild Hurt/Comfort,7,FALSE,Angst
Mild Language,5,FALSE,Meta 
Mildly Dubious Consent,11,FALSE,Sex
Mind Control,9,FALSE,Angst
Mind Control Aftermath & Recovery,6,FALSE,Magic
"Minor Carol Danvers/James ""Rhodey"" Rhodes",2,TRUE,Fandom
Minor Character Death,11,TRUE,Fandom
Minor Clint Barton/Phil Coulson,2,TRUE,Fandom
Minor Injuries,4,FALSE,Ansgt
Minor Michelle Jones/Peter Parker,2,TRUE,Fandom
Minor Original Character(s),2,TRUE,Fandom
Minor Pepper Potts/Tony Stark,8,TRUE,Fandom
Minor Violence,3,FALSE,Dark
Mischief,2,FALSE,Angst
Miscommunication,22,FALSE,Angst
Missing Scene,2,FALSE,Meta 
Mistaken Identity,5,FALSE,Action
Misunderstandings,42,FALSE,Angst
mlm author,2,FALSE,Meta
Modern AU,3,FALSE,Alternate Universe
Modern Bucky Barnes,4,TRUE,Fandom
Moral Ambiguity,5,FALSE,Dark
Morally Ambiguous Character,2,FALSE,Meta 
more like,2,FALSE,Meta
mostly - Freeform,3,FALSE,Meta
Movie Night,3,FALSE,Meta 
Mpreg,17,FALSE,Sex
Multimedia,2,FALSE,Meta
Multiple Orgasms,18,FALSE,Sex
Multiverse,3,FALSE,Alterate Universe
Murder,3,FALSE,Angst
Mutant Rights,2,FALSE,Magic
Mutual Pining,23,FALSE,Angst
My First AO3 Post,2,FALSE,Meta
My headcanon is a kinder universe than the MCU,4,FALSE,Canon
Natasha Is a Good Bro,3,TRUE,Fandom
Natasha Romanov & Tony Stark Friendship,2,TRUE,Fandom
Natasha Romanov Is a Good Bro,6,TRUE,Fandom
Natasha Romanov Is Not A Robot,4,TRUE,Fandom
Ned Leeds is a Good Bro,28,TRUE,Fandom
Neighbors,2,FALSE,Other
Nerd Peter Parker,3,TRUE,Fandom
Nerd Tony Stark,2,TRUE,Fandom
Never Wanda friendly,2,TRUE,Fandom
New Avengers,6,TRUE,Fandom
New York City,9,FALSE,Meta 
New Yorkers,2,FALSE,Other
News Media,7,FALSE,Other
Nick Fury is Not Amused,7,TRUE,Fandom
Nick Fury Knows All,4,TRUE,Fandom
Nicknames,2,FALSE,Meta 
Nightmares,14,FALSE,Angst
Nipple Play,2,FALSE,Sex
No Avengers: Endgame (Movie) Spoilers,2,TRUE,Fandom
no beta we die like gladiators,2,FALSE,Meta
no beta we die like men,8,FALSE,Meta 
no beta we die like tony stark,2,TRUE,Fandom
No Romance,2,FALSE,Meta 
No Slash,2,FALSE,Meta
No Smut,2,FALSE,Fluff
No Spoilers,2,FALSE,Meta
no spoilers for endgame,2,FALSE,Meta
Nobody is Dead,2,FALSE,Fluff
Non-Consensual,3,FALSE,Abuse
Non-Consensual Body Modification,2,FALSE,Sex
Non-Consensual Drug Use,4,FALSE,Substance
Non-Traditional Alpha/Beta/Omega Dynamics,2,FALSE,Sex
Norse Mythology - Freeform,2,FALSE,Meta
Norse Myths & Legends,2,FALSE,Meta
not a fix it,2,FALSE,Meta
Not A Fix-It,15,FALSE,Alternate Universe
Not Actually Unrequited Love,4,FALSE,Romance
Not Avengers: Age of Ultron (Movie) Compliant,6,TRUE,Fandom
Not Avengers: Endgame (Movie) Compliant,26,TRUE,Fandom
Not Avengers: Infinity War Part 1 (Movie) Compliant,33,TRUE,Fandom
Not Beta Read,7,FALSE,Meta 
Not Canon Compliant,25,FALSE,Canon
Not Captain America: Civil War (Movie) Compliant,23,TRUE,Fandom
Not Captain America: The Winter Soldier Compliant,4,TRUE,Fandom
Not Clint Barton Friendly,7,TRUE,Fandom
Not Clint Friendly,11,TRUE,Fandom
Not copy to another site,6,FALSE,Meta
Not Epilogue Compliant,4,FALSE,Canon
Not Guardians of the Galaxy Vol. 2 Compliant,2,TRUE,Fandom
Not Iron Man 3 Compliant,2,TRUE,Fandom
not kind to steve rogers,2,TRUE,Fandom
Not Natasha Friendly,4,TRUE,Fandom
Not Natasha Romanoff Friendly,4,TRUE,Fandom
Not Really Character Death,2,TRUE,Fandom
Not SHIELD Friendly,2,TRUE,Fandom
Not Spider-Man: Far From Home Compliant,12,TRUE,Fandom
Not Spider-Man: Homecoming Compliant,5,TRUE,Fandom
Not Steve Friendly,33,TRUE,Fandom
Not Steve Rogers Friendly,34,TRUE,Fandom
Not T'Challa Friendly,2,TRUE,Fandom
not team Cap friendly,60,TRUE,Fandom
Not Team Captain America Friendly,3,TRUE,Fandom
Not Thor: Ragnarok (2017) Compliant,6,TRUE,Fandom
Not Wanda Friendly,18,TRUE,Fandom
Not Wanda Maximoff Friendly,11,TRUE,Fandom
NSFW,2,FALSE,Meta
Nudity,2,FALSE,Sex
Nurse Bucky Barnes,3,TRUE,Fandom
Oblivious Avengers,3,TRUE,Fandom
Oblivious Peter,2,TRUE,Fandom
Oblivious Peter Parker,7,TRUE,Fandom
Oblivious Steve Rogers,10,TRUE,Fandom
Oblivious Tony,3,TRUE,Fandom
Oblivious Tony Stark,4,TRUE,Fandom
obviously,2,FALSE,Meta
Odin (Marvel)'s A+ Parenting,3,TRUE,Fandom
Odin's A+ Parenting,3,TRUE,Fandom
Old People Brigade,2,FALSE,Meta 
Older Man/Younger Man,2,FALSE,Romance
Omega Bucky Barnes,3,TRUE,Fandom
Omega Peter,3,TRUE,Fandom
Omega Peter Parker,3,TRUE,Fandom
Omega Tony Stark,7,TRUE,Fandom
Omegaverse,3,FALSE,Romance
On Hiatus,2,TRUE,Fandom
One Night Stands,3,FALSE,Sex
One Shot,7,FALSE,Meta 
One Shot Collection,5,FALSE,Meta 
One-Sided Steve Rogers/Tony Stark,4,TRUE,Fandom
Oneshot,2,FALSE,Meta 
OOC,3,FALSE,Meta 
Oral Sex,21,FALSE,Sex
Orgasm Delay/Denial,4,FALSE,Sex
Original Character Death(s),2,TRUE,Fandom
Original Character(s),3,TRUE,Fandom
original characters used to further plot - Freeform,2,FALSE,Meta
OT3,3,FALSE,Sex
OT4,2,FALSE,Sex
Other Additional Tags to Be Added,16,FALSE,Meta 
Overstimulation,13,FALSE,Sex
Panic Attacks,39,FALSE,Mental Health
Pansexual Character,2,FALSE,Other
Pansexual Wade Wilson,3,TRUE,Fandom
Paparazzi,2,FALSE,Other
Parent Bucky Barnes,5,TRUE,Fandom
Parent Pepper Potts,11,TRUE,Fandom
Parent Tony Stark,57,TRUE,Fandom
Parent-Child Relationship,5,FALSE,Family
Parental Yagi Toshinori | All Might,2,TRUE,Fandom
Parenthood,2,FALSE,Family
Past Abuse,4,FALSE,Abuse
Past Annabeth Chase/Percy Jackson,3,TRUE,Fandom
Past Character Death,2,FALSE,Dark
Past Child Abuse,9,FALSE,Abuse
Past Peggy Carter/Steve Rogers,2,TRUE,Fandom
Past Pepper Potts/Tony Stark,3,TRUE,Fandom
Past Rape/Non-con,3,FALSE,Abuse
Past Relationship(s),2,FALSE,Romance
Past Sexual Abuse,2,FALSE,Abuse
Past Steve Rogers/Tony Stark,2,TRUE,Fandom
Past Torture,3,FALSE,Angst
Pepper Potts Acting as Peter Parker's Parental Figure,11,TRUE,Fandom
Pepper Potts Is a Good Bro,4,TRUE,Fandom
Pepper Potts Needs a Hug,2,TRUE,Fandom
Percy Jackson is a Good Friend,2,TRUE,Fandom
Perevod na russkii | Translation in Russian,6,FALSE,Meta 
Period-Typical Homophobia,7,FALSE,Meta 
Permanent Injury,2,FALSE,Mental Healt
Pet Names,6,FALSE,Romance
peter and tony are pretending to be biologically related,4,TRUE,Fandom
Peter calls Tony Dad,2,TRUE,Fandom
Peter is 15,2,TRUE,Fandom
Peter is 18,2,TRUE,Fandom
Peter is a Little Shit,7,TRUE,Fandom
Peter is a mess,2,TRUE,Fandom
Peter is an Avenger,3,TRUE,Fandom
Peter is forgotten,2,TRUE,Fandom
Peter Parker & Morgan Stark Friendship (Marvel Cinematic Universe),2,TRUE,Fandom
Peter Parker & Shuri Friendship,7,TRUE,Fandom
Peter Parker Acts Like a Spider,9,TRUE,Fandom
Peter Parker Angst,2,TRUE,Fandom
"Peter Parker Calls Tony Stark ""Dad""",9,TRUE,Fandom
Peter Parker Can Wield Mjolnir,6,TRUE,Fandom
Peter Parker Can't Keep Secrets,2,TRUE,Fandom
Peter Parker Feels,4,TRUE,Fandom
Peter Parker Gets a Hug,11,TRUE,Fandom
Peter Parker Gets Stabbed,2,TRUE,Fandom
Peter Parker Has a Bad Day,3,TRUE,Fandom
Peter Parker Has a Family,13,TRUE,Fandom
Peter Parker Has Anxiety,4,TRUE,Fandom
Peter Parker Has Issues,3,TRUE,Fandom
Peter Parker Has Nightmares,2,TRUE,Fandom
Peter Parker Has Panic Attacks,3,TRUE,Fandom
Peter Parker has PTSD,2,TRUE,Fandom
Peter Parker is a Good Bro,8,TRUE,Fandom
Peter Parker is a Little Shit,45,TRUE,Fandom
Peter Parker is a Mess,38,TRUE,Fandom
Peter Parker is an idiot,2,TRUE,Fandom
Peter Parker is Pepper Potts's Biological Child,2,TRUE,Fandom
Peter Parker is the heir of Stark Industries,5,TRUE,Fandom
Peter Parker is Tony Stark's Biological Child,17,TRUE,Fandom
Peter Parker is Tony Stark's Heir,4,TRUE,Fandom
Peter Parker is Trying His Best,9,TRUE,Fandom
Peter Parker is Worthy,2,TRUE,Fandom
Peter Parker Joins the Avengers,3,TRUE,Fandom
Peter Parker Loves Tony Stark,2,TRUE,Fandom
Peter Parker Meets the Avengers,18,TRUE,Fandom
Peter Parker Needs a Break,6,TRUE,Fandom
Peter Parker Needs a Hug,95,TRUE,Fandom
Peter Parker Whump,27,TRUE,Fandom
Peter Parker's Field Trip to Stark Industries,35,TRUE,Fandom
Peter says Fuck,6,TRUE,Fandom
Peter-centric,4,TRUE,Fandom
Peter's POV,2,TRUE,Fandom
Peter's SI field trip,2,TRUE,Fandom
Phobias,2,FALSE,Mental Healt
Phone Calls,2,FALSE,Other
Phone Calls & Telephones,4,FALSE,Other
Phone Sex,5,FALSE,Sex
Physical Abuse,5,FALSE,Abuse
Pietro Maximoff Lives,2,TRUE,Fandom
Pining,36,FALSE,Angst
Pining Tony Stark,3,TRUE,Fandom
Pizza,2,FALSE,Other
Platonic Cuddling,9,FALSE,Family
Platonic Kissing,2,FALSE,Romance
Platonic Relationships,4,FALSE,Family
Plot,2,FALSE,Other
Plot What Plot/Porn Without Plot,13,FALSE,Sex
Podfic Available,18,FALSE,Meta 
Police,5,FALSE,Action
Political Alliances,3,FALSE,Other
Politics,5,FALSE,Meta 
Polyamorous Soulmates,2,FALSE,Romance
Polyamory,12,FALSE,Romance
Polyamory Negotiations,5,FALSE,Romance
Poor Loki,2,TRUE,Fandom
Poor Peter Parker,4,TRUE,Fandom
Pop Culture,2,FALSE,Other
Porn,4,FALSE,Sex
Porn with Feelings,5,FALSE,Sex
Porn With Plot,8,FALSE,Sex
Pornstars,2,FALSE,Sex
Possessive Behavior,16,FALSE,Dark
Possessive Bucky Barnes,3,TRUE,Fandom
Possessive Loki (Marvel),3,TRUE,Fandom
Possessive Steve Rogers,2,TRUE,Fandom
Possessive Venom,2,TRUE,Fandom
Possessive Wade Wilson,2,TRUE,Fandom
Possessiveness,2,FALSE,Dark
Post CACW,2,TRUE,Fandom
Post Captain America: Civil War,4,TRUE,Fandom
Post Civil War,2,TRUE,Fandom
Post-Avengers (2012),9,TRUE,Fandom
Post-Avengers: Age of Ultron (Movie),10,TRUE,Fandom
Post-Avengers: Endgame (Movie),11,TRUE,Fandom
Post-Avengers: Infinity War Part 1 (Movie),15,TRUE,Fandom
Post-Canon,5,FALSE,Canon
Post-Canon Fix-It,3,FALSE,Alterate Universe
Post-Captain America: Civil War (Movie),87,TRUE,Fandom
Post-Captain America: The Winter Soldier,34,TRUE,Fandom
post-CATWS,2,TRUE,Fandom
Post-Civil War,2,FALSE,Other
Post-Civil War (Marvel),8,TRUE,Fandom
Post-Endgame,2,FALSE,Other
Post-Harry Potter and the Deathly Hallows,6,TRUE,Fandom
Post-Hogwarts,2,TRUE,Fandom
Post-Iron Man 2,2,TRUE,Fandom
Post-Iron Man 3,2,TRUE,Fandom
Post-Movie(s),3,FALSE,Meta
Post-Ragnarok,4,TRUE,Fandom
Post-Serum Steve Rogers,6,TRUE,Fandom
Post-snap,2,FALSE,Other
Post-Spider-Man: Far From Home,2,TRUE,Fandom
Post-Spider-Man: Homecoming,26,TRUE,Fandom
Post-Spider-Man: No Way Home (Movie),7,TRUE,Fandom
Post-Tartarus (Percy Jackson),3,TRUE,Fandom
Post-Thor: Ragnarok (2017),7,TRUE,Fandom
Post-Traumatic Stress Disorder,4,FALSE,Abuse
Post-Traumatic Stress Disorder - PTSD,41,FALSE,Mental Health
POV Alternating,3,FALSE,Meta 
POV Bucky Barnes,6,TRUE,Fandom
POV Multiple,4,FALSE,Meta 
POV Outsider,22,FALSE,Meta 
POV Peter Parker,5,TRUE,Fandom
POV Steve Rogers,7,TRUE,Fandom
POV Tony Stark,6,TRUE,Fandom
POV Wade Wilson,2,TRUE,Fandom
Power Imbalance,2,FALSE,Angst
Powerful Harry,4,TRUE,Fandom
Powerful Loki (Marvel),2,TRUE,Fandom
Powerful Percy Jackson,2,TRUE,Fandom
Praise Kink,15,FALSE,Sex
Pranks and Practical Jokes,3,FALSE,Fluff
Pre-Avengers: Infinity War Part 1 (Movie),5,TRUE,Fandom
Pre-Canon,2,FALSE,Canon
Pre-Captain America: The Winter Soldier,3,TRUE,Fandom
Pre-Relationship,5,FALSE,Romance
Pre-Serum,2,FALSE,Other
Pre-Serum Steve Rogers,13,TRUE,Fandom
Pre-Slash,13,FALSE,Romance
Pre-Thor (2011),3,FALSE,Meta
Pre-War,3,FALSE,Other
Precious Morgan Stark (Marvel Cinematic Universe),3,TRUE,Fandom
Precious Ned Leeds,5,TRUE,Fandom
Precious Peter Parker,93,TRUE,Fandom
Press Conferences,2,FALSE,Other
Presumed Dead,2,FALSE,Angst
pro Accords,3,FALSE,Meta
Pro-Accords,4,FALSE,Meta
probably a bit OOC,2,FALSE,Meta 
Probably ooc,2,FALSE,Meta
Prompt Fic,3,FALSE,Meta 
Prompt Fill,9,FALSE,Meta
Prostate Milking,2,FALSE,Sex
protect tony stark,3,TRUE,Fandom
Protective Avengers,26,TRUE,Fandom
Protective Batfamily (DCU),2,TRUE,Fandom
Protective Bots,2,FALSE,Family
Protective Bucky,4,TRUE,Fandom
Protective Bucky Barnes,40,TRUE,Fandom
Protective Clint Barton,4,TRUE,Fandom
Protective Cloak of Levitation,3,TRUE,Fandom
Protective guardians,2,FALSE,Family
Protective Happy Hogan,2,TRUE,Fandom
Protective Harley Keener,2,TRUE,Fandom
Protective Harry Potter,2,TRUE,Fandom
Protective Jack Hammer,2,TRUE,Fandom
"Protective James ""Rhodey"" Rhodes",4,TRUE,Fandom
Protective Jarvis (Iron Man movies),7,TRUE,Fandom
Protective Jason Todd,2,TRUE,Fandom
Protective Loki,4,TRUE,Fandom
Protective Loki (Marvel),9,TRUE,Fandom
Protective Matt Murdock,2,TRUE,Fandom
Protective May Parker (Spider-Man),2,TRUE,Fandom
Protective Natasha,3,TRUE,Fandom
Protective Natasha Romanov,13,TRUE,Fandom
Protective Ned Leeds,3,TRUE,Fandom
protective new york,2,TRUE,Fandom
Protective Nick Fury,3,TRUE,Fandom
Protective Pepper Potts,16,TRUE,Fandom
Protective Peter,4,TRUE,Fandom
Protective Peter Parker,23,TRUE,Fandom
Protective Peter Quill,3,TRUE,Fandom
Protective Rhodey,7,TRUE,Fandom
Protective Sam Wilson,2,TRUE,Fandom
Protective Stephen Strange,11,TRUE,Fandom
Protective Steve,3,TRUE,Fandom
Protective Steve Rogers,26,TRUE,Fandom
Protective T'Challa,2,TRUE,Fandom
Protective Tony,3,TRUE,Fandom
Protective Tony Stark,78,TRUE,Fandom
Protective Vision,2,TRUE,Fandom
Protective Wade,3,TRUE,Fandom
Protective Wade Wilson,4,TRUE,Fandom
Protectiveness,10,FALSE,Romance
Pseudo-Incest,4,FALSE,Sex
Psychic Abilities,2,FALSE,Magic
Psychological Trauma,4,FALSE,Abuse
PTSD,18,FALSE,Mental Health
Public Nudity,2,FALSE,Sex
Public Sex,4,FALSE,Sex
Publicity,2,FALSE,Other
Puppy Piles,4,FALSE,Family
PWP,2,TRUE,Fandom
Quirkless Midoriya Izuku,2,TRUE,Fandom
Rape,3,FALSE,Abuse
Rape/Non-con Elements,2,FALSE,Abuse
Rare Pairings,2,FALSE,Romance
Rating May Change,2,FALSE,Meta
Reader-Insert,2,FALSE,Meta 
Rebirth,2,FALSE,Magic
Rebuilding,3,FALSE,Angst
Reconciliation,3,FALSE,Romance
recovering Bucky Barnes,2,TRUE,Fandom
Recovery,15,FALSE,Mental Health
Recreational Drug Use,5,FALSE,Substance
Redemption,2,FALSE,Angst
References to Depression,2,FALSE,Mental Health
Reincarnation,2,FALSE,Alternate Universe
Relationship Negotiation,3,FALSE,Other
Rescue,2,FALSE,Family
Rescue Missions,2,FALSE,Action
Resolved Sexual Tension,5,FALSE,Sex
Restraints,3,FALSE,Sex
Reunions,3,FALSE,Family
Revenge,2,FALSE,Angst
Revenge is Sweet,2,FALSE,Action
Rhodey Is a Good Bro,3,TRUE,Fandom
Ri Ben Yu  Translation,4,FALSE,Meta
Riding,2,FALSE,Sex
Rimming,15,FALSE,Sex
Road Trips,2,FALSE,Action
Robots,4,FALSE,Other
Rogue Avengers,3,TRUE,Fandom
Romance,36,FALSE,Romance
Romani Dick Grayson,2,TRUE,Fandom
Romantic Comedy,8,FALSE,Fluff
Romantic Soulmates,3,FALSE,Romance
Rough Sex,9,FALSE,Sex
Russian Translation Available,2,FALSE,Meta
Sad Peter Parker,5,TRUE,Fandom
Sad with a Happy Ending,3,FALSE,Angst
Safe Sane and Consensual,2,FALSE,Sex
Salt,2,FALSE,Other
Sam Is An Avenger,3,TRUE,Fandom
Sam Wilson is a Gift,4,TRUE,Fandom
Sam Wilson Is a Good Bro,3,TRUE,Fandom
Sappy,3,FALSE,Fluff
Sarcasm,7,FALSE,Fluff
Sass,8,FALSE,Fluff
Sassy Bucky Barnes,3,TRUE,Fandom
Sassy Peter,4,TRUE,Fandom
Sassy Peter Parker,3,TRUE,Fandom
Sassy Stephen Strange,3,TRUE,Fandom
Sassy Steve Rogers,2,TRUE,Fandom
Scars,8,FALSE,Angst
Scent Marking,2,FALSE,Romance
Schmoop,3,FALSE,Fluff
School Reunion,2,FALSE,Other
School Shootings,3,FALSE,Action
Science Bros,9,FALSE,Other
Science Fiction,2,FALSE,Meta
Second-Hand Embarrassment,3,FALSE,Fluff
Secret Crush,2,FALSE,Romance
Secret Identities,2,FALSE,Action
Secret Identity,58,FALSE,Action
Secret Identity Fail,5,FALSE,Action
Secret Relationship,6,FALSE,Romance
Secrets,2,FALSE,Dark
Self Confidence Issues,3,FALSE,Mental Health
self indulgent,2,FALSE,Mental Healt
Self-Doubt,2,FALSE,Mental Health
Self-Esteem Issues,12,FALSE,Mental Health
Self-Harm,6,FALSE,Mental Health
Self-Hatred,3,FALSE,Mental Health
Self-Indulgent,3,FALSE,Mental Health
Self-Lubrication,2,FALSE,Sex
Self-Sacrifice,2,FALSE,Dark
Semi-Public Sex,3,FALSE,Sex
Sensory Overload,6,FALSE,Sex
Sentient Infinity Stones (Marvel),2,TRUE,Fandom
Separation Anxiety,2,FALSE,Angst
Sequel,2,FALSE,Other
seriously,4,FALSE,Meta 
seriously though,2,FALSE,Meta
Service Dogs,2,FALSE,Other
Sex,6,FALSE,Sex
Sex Toys,4,FALSE,Sex
Sexting,5,FALSE,Sex
Sexual Assault,3,FALSE,Abuse
Sexual Content,5,FALSE,Sex
Sexual Humor,2,FALSE,Sex
Sexual Tension,8,FALSE,Sex
Sexy Times,2,FALSE,Sex
Shameless Smut,3,FALSE,Sex
Shapeshifting,2,FALSE,Magic
Sharing a Bed,9,FALSE,Romance
Sharing Clothes,5,FALSE,Romance
sharon carter appreciation,2,TRUE,Fandom
Shenanigans,2,FALSE,Fluff
SHIELD,3,TRUE,Fandom
SHIP DARCY WITH ALL THE THINGS,2,TRUE,Fandom
Shower Sex,5,FALSE,Sex
Shrunkyclunks,7,FALSE,Meta
Sibling Incest,5,FALSE,Sex
Sick Character,6,FALSE,Dark
Sick Peter,5,TRUE,Fandom
Sick Peter Parker,8,TRUE,Fandom
Sickfic,5,FALSE,Meta 
Size Difference,3,FALSE,Other
Size Kink,12,FALSE,Sex
Skinny Steve,2,TRUE,Fandom
Slash,10,FALSE,Romance
Sleepwalking,3,FALSE,Mental Health
Sleepy Cuddles,5,FALSE,Fluff
Sleepy Peter Parker,4,TRUE,Fandom
Sleepy Tony,2,TRUE,Fandom
Slice of Life,4,FALSE,Meta 
slight angst,2,FALSE,Angst
Slightly oblivious Tony,2,TRUE,Fandom
Slow Build,27,FALSE,Romance
Slow Burn,59,FALSE,Romance
Slow Dancing,2,FALSE,Romance
Slow Romance,2,FALSE,Romance
Slow To Update,3,FALSE,Meta 
Smart Harry,2,TRUE,Fandom
Smart Harry Potter,2,TRUE,Fandom
Smart Peter Parker,11,TRUE,Fandom
Smooth Steve Rogers,2,TRUE,Fandom
Smut,11,FALSE,Sex
Snark,6,FALSE,Fluff
Sneaky Jarvis (Iron Man movies),2,TRUE,Fandom
Snow,2,FALSE,Other
SO MUCH FLUFF,2,FALSE,Fluff
Social Media,25,FALSE,Meta 
Soft Dom Wade,2,TRUE,Fandom
Soft Peter Parker,2,TRUE,Fandom
Soft Tony Stark,2,TRUE,Fandom
Sokovia Accords,6,TRUE,Fandom
Solitary Confinement,2,FALSE,Angst
Some angst,3,FALSE,Angst
Some Humor,4,FALSE,Fluff
Somnophilia,4,FALSE,Sex
Sorry guys,2,FALSE,Meta
Sorry Not Sorry,2,FALSE,Meta 
Sort Of,12,FALSE,Meta 
Soul Bond,6,FALSE,Romance
soul marks,2,FALSE,Magic
Soulmate-Identifying Marks,32,FALSE,Romance
soulmate!AU,2,FALSE,Alterate Universe
Soulmates,20,FALSE,Romance
Sounding,3,FALSE,Sex
Spanking,3,FALSE,Sex
spider son,3,TRUE,Fandom
Spider-Man Identity Reveal,10,TRUE,Fandom
Spider-Man: No Way Home (Movie),4,TRUE,Fandom
Spider-Man: No Way Home (Movie) Spoilers,4,TRUE,Fandom
Spider-son,3,TRUE,Fandom
spiderson,25,TRUE,Fandom
Spidey Sense (Marvel),2,TRUE,Fandom
Spideypool - Freeform,17,TRUE,Fandom
Spoilers,6,FALSE,Meta 
Stalking,2,FALSE,Angst
Stark Industries,21,TRUE,Fandom
Stark Industries Employee Peter Parker,3,TRUE,Fandom
Stark Tower,8,TRUE,Fandom
Starvation,4,FALSE,Mental Health
Stephen Strange Acting as Peter Parker's Parental Figure,2,TRUE,Fandom
